name,type,location,website
McDaniel College,4 Year,"Westminster, MD",https://www.niche.com/colleges/mcdaniel-college/
Iowa Central Community College,2 Year,"Fort Dodge, IA",https://www.niche.com/colleges/iowa-central-community-college/
Northeast Iowa Community College - Calmar,2 Year,"Calmar, IA",https://www.niche.com/colleges/northeast-iowa-community-college---calmar/
The College of Saint Rose,4 Year,"Albany, NY",https://www.niche.com/colleges/the-college-of-saint-rose/
Miami University - Hamilton,4 Year,"Hamilton, OH",https://www.niche.com/colleges/miami-university---hamilton/
Eastern Iowa Community College,2 Year,"Davenport, IA",https://www.niche.com/colleges/eastern-iowa-community-college/
Anderson University - Indiana,4 Year,"Anderson, IN",https://www.niche.com/colleges/anderson-university---indiana/
University of the Arts,4 Year,"Philadelphia, PA",https://www.niche.com/colleges/university-of-the-arts/
Capital University,4 Year,"Columbus, OH",https://www.niche.com/colleges/capital-university/
University of Connecticut - Avery Point,4 Year,"Groton, CT",https://www.niche.com/colleges/university-of-connecticut---avery-point/
Eastern Kentucky University,4 Year,"Richmond, KY",https://www.niche.com/colleges/eastern-kentucky-university/
College of San Mateo,2 Year,"San Mateo, CA",https://www.niche.com/colleges/college-of-san-mateo/
Southwestern Oklahoma State University,4 Year,"Weatherford, OK",https://www.niche.com/colleges/southwestern-oklahoma-state-university/
La Sierra University,4 Year,"Riverside, CA",https://www.niche.com/colleges/la-sierra-university/
Tennessee Wesleyan College,4 Year,"Athens, TN",https://www.niche.com/colleges/tennessee-wesleyan-college/
Plaza College,4 Year,"Forest Hills, NY",https://www.niche.com/colleges/plaza-college/
University of Cincinnati - Blue Ash College,4 Year,"Blue Ash, OH",https://www.niche.com/colleges/university-of-cincinnati---blue-ash-college/
Western Kentucky University,4 Year,"Bowling Green, KY",https://www.niche.com/colleges/western-kentucky-university/
DeSales University,4 Year,"Center Valley, PA",https://www.niche.com/colleges/desales-university/
Richmond Community College,2 Year,"Hamlet, NC",https://www.niche.com/colleges/richmond-community-college/
Ohio Dominican University,4 Year,"Columbus, OH",https://www.niche.com/colleges/ohio-dominican-university/
Humboldt State University,4 Year,"Arcata, CA",https://www.niche.com/colleges/humboldt-state-university/
Johnson & Wales University - Charlotte,4 Year,"Charlotte, NC",https://www.niche.com/colleges/johnson--and--wales-university---charlotte/
Kansas City Kansas Community College,2 Year,"Kansas City, KS",https://www.niche.com/colleges/kansas-city-kansas-community-college/
University of the Cumberlands,4 Year,"Williamsburg, KY",https://www.niche.com/colleges/university-of-the-cumberlands/
Northeastern Illinois University,4 Year,"Chicago, IL",https://www.niche.com/colleges/northeastern-illinois-university/
Laramie County Community College,2 Year,"Cheyenne, WY",https://www.niche.com/colleges/laramie-county-community-college/
Western Nebraska Community College,2 Year,"Scottsbluff, NE",https://www.niche.com/colleges/western-nebraska-community-college/
Bevill State Community College,2 Year,"Jasper, AL",https://www.niche.com/colleges/bevill-state-community-college/
Penn State Schuylkill,4 Year,"Schuylkill Haven, PA",https://www.niche.com/colleges/penn-state-schuylkill/
Southern New Hampshire University,4 Year,"Manchester, NH",https://www.niche.com/colleges/southern-new-hampshire-university/
Seton Hill University,4 Year,"Greensburg, PA",https://www.niche.com/colleges/seton-hill-university/
L.E. Fletcher Technical Community College,2 Year,"Schriever, LA",https://www.niche.com/colleges/le-fletcher-technical-community-college/
Mesa Community College,2 Year,"Mesa, AZ",https://www.niche.com/colleges/mesa-community-college/
Campbell University,4 Year,"Buies Creek, NC",https://www.niche.com/colleges/campbell-university/
Northern Maine Community College,2 Year,"Presque Isle, ME",https://www.niche.com/colleges/northern-maine-community-college/
Carlow University,4 Year,"Pittsburgh, PA",https://www.niche.com/colleges/carlow-university/
County College of Morris,2 Year,"Randolph, NJ",https://www.niche.com/colleges/county-college-of-morris/
University of Arkansas at Little Rock,4 Year,"Little Rock, AR",https://www.niche.com/colleges/university-of-arkansas-at-little-rock/
Point Park University,4 Year,"Pittsburgh, PA",https://www.niche.com/colleges/point-park-university/
San Juan College,2 Year,"Farmington, NM",https://www.niche.com/colleges/san-juan-college/
Heartland Community College,2 Year,"Normal, IL",https://www.niche.com/colleges/heartland-community-college/
Glen Oaks Community College,2 Year,"Centreville, MI",https://www.niche.com/colleges/glen-oaks-community-college/
University of Cincinnati - Clermont,4 Year,"Batavia, OH",https://www.niche.com/colleges/university-of-cincinnati---clermont/
Estrella Mountain Community College,2 Year,"Avondale, AZ",https://www.niche.com/colleges/estrella-mountain-community-college/
Oglethorpe University,4 Year,"Atlanta, GA",https://www.niche.com/colleges/oglethorpe-university/
Caldwell University,4 Year,"Caldwell, NJ",https://www.niche.com/colleges/caldwell-university/
Kean University,4 Year,"Union, NJ",https://www.niche.com/colleges/kean-university/
Roger Williams University,4 Year,"Bristol, RI",https://www.niche.com/colleges/roger-williams-university/
Tunxis Community College,2 Year,"Farmington, CT",https://www.niche.com/colleges/tunxis-community-college/
Virginia Highlands Community College,2 Year,"Abingdon, VA",https://www.niche.com/colleges/virginia-highlands-community-college/
Kaskaskia College,2 Year,"Centralia, IL",https://www.niche.com/colleges/kaskaskia-college/
Bucks County Community College,2 Year,"Newtown, PA",https://www.niche.com/colleges/bucks-county-community-college/
University of Akron,4 Year,"Akron, OH",https://www.niche.com/colleges/university-of-akron/
North Central University,4 Year,"Minneapolis, MN",https://www.niche.com/colleges/north-central-university/
Pinellas Technical College - Clearwater,2 Year,"Clearwater, FL",https://www.niche.com/colleges/pinellas-technical-college---clearwater/
Oxnard College,2 Year,"Oxnard, CA",https://www.niche.com/colleges/oxnard-college/
Hastings College,4 Year,"Hastings, NE",https://www.niche.com/colleges/hastings-college/
Wilkes Community College,2 Year,"Wilkesboro, NC",https://www.niche.com/colleges/wilkes-community-college/
Patrick Henry Community College,2 Year,"Martinsville, VA",https://www.niche.com/colleges/patrick-henry-community-college/
Bemidji State University,4 Year,"Bemidji, MN",https://www.niche.com/colleges/bemidji-state-university/
Grossmont College,2 Year,"El Cajon, CA",https://www.niche.com/colleges/grossmont-college/
Kentucky State University,4 Year,"Frankfort, KY",https://www.niche.com/colleges/kentucky-state-university/
Upper Iowa University,4 Year,"Fayette, IA",https://www.niche.com/colleges/upper-iowa-university/
Graceland University,4 Year,"Lamoni, IA",https://www.niche.com/colleges/graceland-university/
Cerritos College,2 Year,"Norwalk, CA",https://www.niche.com/colleges/cerritos-college/
Glendale Community College - California,2 Year,"Glendale, CA",https://www.niche.com/colleges/glendale-community-college---california/
The Sage Colleges,4 Year,"Troy, NY",https://www.niche.com/colleges/the-sage-colleges/
Indiana University of Pennsylvania,4 Year,"Indiana, PA",https://www.niche.com/colleges/indiana-university-of-pennsylvania/
West Kentucky Community & Technical College,2 Year,"Paducah, KY",https://www.niche.com/colleges/west-kentucky-community--and--technical-college/
Lindenwood University,4 Year,"Saint Charles, MO",https://www.niche.com/colleges/lindenwood-university/
Rivier University,4 Year,"Nashua, NH",https://www.niche.com/colleges/rivier-university/
El Paso Community College,2 Year,"El Paso, TX",https://www.niche.com/colleges/el-paso-community-college/
Barstow Community College,2 Year,"Barstow, CA",https://www.niche.com/colleges/barstow-community-college/
Concordia University Chicago,4 Year,"River Forest, IL",https://www.niche.com/colleges/concordia-university-chicago/
Wright State University - Lake Campus,4 Year,"Celina, OH",https://www.niche.com/colleges/wright-state-university---lake-campus/
Lewis-Clark State College,4 Year,"Lewiston, ID",https://www.niche.com/colleges/lewis-clark-state-college/
University of Northwestern - St. Paul,4 Year,"Saint Paul, MN",https://www.niche.com/colleges/university-of-northwestern---st-paul/
College of Our Lady of the Elms,4 Year,"Chicopee, MA",https://www.niche.com/colleges/college-of-our-lady-of-the-elms/
Utica College,4 Year,"Utica, NY",https://www.niche.com/colleges/utica-college/
College of Saint Elizabeth,4 Year,"Morristown, NJ",https://www.niche.com/colleges/college-of-saint-elizabeth/
Southeastern Oklahoma State University,4 Year,"Durant, OK",https://www.niche.com/colleges/southeastern-oklahoma-state-university/
Lyon College,4 Year,"Batesville, AR",https://www.niche.com/colleges/lyon-college/
Savannah Technical College,2 Year,"Savannah, GA",https://www.niche.com/colleges/savannah-technical-college/
Southwestern Adventist University,4 Year,"Keene, TX",https://www.niche.com/colleges/southwestern-adventist-university/
Vernon College,2 Year,"Vernon, TX",https://www.niche.com/colleges/vernon-college/
Concordia University - Texas,4 Year,"Austin, TX",https://www.niche.com/colleges/concordia-university---texas/
Los Angeles Harbor College,2 Year,"Wilmington, CA",https://www.niche.com/colleges/los-angeles-harbor-college/
Methodist University,4 Year,"Fayetteville, NC",https://www.niche.com/colleges/methodist-university/
Bay College,2 Year,"Escanaba, MI",https://www.niche.com/colleges/bay-college/
Park University,4 Year,"Parkville, MO",https://www.niche.com/colleges/park-university/
Snow College,4 Year,"Ephraim, UT",https://www.niche.com/colleges/snow-college/
Johnson & Wales University- Providence,4 Year,"Providence, RI",https://www.niche.com/colleges/johnson--and--wales-university--providence/
Napa Valley College,2 Year,"Napa, CA",https://www.niche.com/colleges/napa-valley-college/
CUNY Borough of Manhattan Community College,2 Year,"New York, NY",https://www.niche.com/colleges/cuny-borough-of-manhattan-community-college/
Copper Mountain Community College,2 Year,"Joshua Tree, CA",https://www.niche.com/colleges/copper-mountain-community-college/
Southwestern College - Kansas,4 Year,"Winfield, KS",https://www.niche.com/colleges/southwestern-college---kansas/
Randolph-Macon College,4 Year,"Ashland, VA",https://www.niche.com/colleges/randolph-macon-college/
Trinity International University - Deerfield,4 Year,"Deerfield, IL",https://www.niche.com/colleges/trinity-international-university---deerfield/
Columbia College Chicago,4 Year,"Chicago, IL",https://www.niche.com/colleges/columbia-college-chicago/
Arkansas Northeastern College,2 Year,"Blytheville, AR",https://www.niche.com/colleges/arkansas-northeastern-college/
University of South Carolina - Union,2 Year,"Union, SC",https://www.niche.com/colleges/university-of-south-carolina---union/
Cabrillo College,2 Year,"Aptos, CA",https://www.niche.com/colleges/cabrillo-college/
Neumann University,4 Year,"Aston, PA",https://www.niche.com/colleges/neumann-university/
Cornish College of the Arts,4 Year,"Seattle, WA",https://www.niche.com/colleges/cornish-college-of-the-arts/
Gogebic Community College,2 Year,"Ironwood, MI",https://www.niche.com/colleges/gogebic-community-college/
Black Hills State University,4 Year,"Spearfish, SD",https://www.niche.com/colleges/black-hills-state-university/
Community College of Aurora,2 Year,"Aurora, CO",https://www.niche.com/colleges/community-college-of-aurora/
Hinds Community College,2 Year,"Raymond, MS",https://www.niche.com/colleges/hinds-community-college/
Brenau University,4 Year,"Gainesville, GA",https://www.niche.com/colleges/brenau-university/
Triton College,2 Year,"River Grove, IL",https://www.niche.com/colleges/triton-college/
SUNY Genesee Community College,2 Year,"Batavia, NY",https://www.niche.com/colleges/suny-genesee-community-college/
Blackhawk Technical College,2 Year,"Janesville, WI",https://www.niche.com/colleges/blackhawk-technical-college/
Tennessee College of Applied Technology - Nashville,2 Year,"Nashville, TN",https://www.niche.com/colleges/tennessee-college-of-applied-technology---nashville/
Freed-Hardeman University,4 Year,"Henderson, TN",https://www.niche.com/colleges/freed-hardeman-university/
Warner University,4 Year,"Lake Wales, FL",https://www.niche.com/colleges/warner-university/
Phillips Community College of the University of Arkansas,2 Year,"Helena, AR",https://www.niche.com/colleges/phillips-community-college-of-the-university-of-arkansas/
Germanna Community College,2 Year,"Fredericksburg, VA",https://www.niche.com/colleges/germanna-community-college/
