Song Heading,Singer,Composer,Lyricist,Actor,Film (Year),Category
Kharaa Kharaa3.00 - 1 votes,Sonu Kakkar,,,,Fever (2016),Happy Songs
Kuch Is Tarah3.00 - 1 votes,Divyam,,,,Fever (2016),Pop Songs
Kya Kasak Hain3.00 - 1 votes,Sonu Kakkar,,,,Fever (2016),
Mujhme Kabhi Koyi3.00 - 1 votes,Shalmali Kholgade,,,,Fever (2016),Sad Songs
Dil Ki Daro Diwar Pe4.00 - 2 votes,"Udit Narayan, Alka Yagnik",Himesh Reshammiya,Sameer,,Fear (2010),
"Tanha Tanha Rat Me, Ham Tere Ho Liye2.67 - 3 votes",Himesh Reshammiya,Himesh Reshammiya,Sameer,,Fear (2010),
"Too Hai Ishk Meraa, Ishk Yeh Nibhana Hai2.33 - 3 votes","Alka Yagnik, Sonu Nigam, Udit Narayan",Himesh Reshammiya,Sameer,,Fear (2010),
Dil Dhadkata Hai (Male)3.00 - 1 votes,Kunal Ganjawala,Himesh Reshammiya,Sameer,,Fear (2010),Romantic Songs
"Dil Dhadkata Hai, Hosh Udata Hai (Female)3.00 - 1 votes",Gayatri Ganjawala,Himesh Reshammiya,Sameer,,Fear (2010),Romantic Songs
"Fear Oh My God Fear, Sathi Mere Bin Tere Lagata Hai Dar3.00 - 1 votes",Sunidhi Chauhan,Himesh Reshammiya,Sameer,,Fear (2010),
Tanha Tanha (Club Mix)1.00 - 1 votes,Himesh Reshammiya,Himesh Reshammiya,Sameer,,Fear (2010),Remix Songs
Paon Mein Jhanjar Jhanjar Mein Ghungru4.27 - 15 votes,Asha Bhosle,G S Kohli,Anjaan,,Faulad (1963),
Yaha To Kate Mauj Se Zindagi4.44 - 9 votes,Asha Bhosle,G S Kohli,Farooq Qaisar,,Faulad (1963),
Yad Tori Aayi Mai To Chham Chham Royi Re4.00 - 9 votes,Asha Bhosle,G S Kohli,Farooq Qaisar,,Faulad (1963),
O Matware Saajna4.38 - 26 votes,Asha Bhosle,G S Kohli,Farooq Qaisar,"Dara Singh Randhawa, Mumtaz",Faulad (1963),Masti Bhare Geet
"Dil Hai Humara Phool Se Nazuk, Bazu Hai Faulad4.71 - 7 votes",Mohammed Rafi,G S Kohli,Farooq Qaisar,Dara Singh Randhawa,Faulad (1963),
"Jane Jana Yun Na Dekho, Aaj Nafrat Se Mujhe, Kya Karoge Kal3.83 - 6 votes",Asha Bhosle,G S Kohli,Anjaan,"Dara Singh Randhawa, Mumtaz",Faulad (1963),Happy Songs
Kabhi Aankh Milaye3.00 - 1 votes,Kavita Krishnamurthy,Vishal Bhardwaj,Ibrahim Ashq,"Dharmendra, Farha",Fauji (1995),
Reshma Reshma3.00 - 1 votes,Asha Bhosle,Vishal Bhardwaj,Madan Pal,"Dharmendra, Farha",Fauji (1995),
Tere Bina Nahi Hai3.00 - 1 votes,"Ila Arun, Kumar Sanu",Vishal Bhardwaj,Ibrahim Ashq,"Dharmendra, Farha",Fauji (1995),
Tere Bina Nahi Hai (Version 2)3.00 - 1 votes,"Kavita Krishnamurthy, Ila Arun",Vishal Bhardwaj,Ibrahim Ashq,,Fauji (1995),
Wo Mera Jaani Hai3.00 - 1 votes,Kavita Krishnamurthy,Vishal Bhardwaj,Vishal Bhardwaj,"Dharmendra, Farha",Fauji (1995),
Hongi Teri Majburiya3.00 - 1 votes,"Kavita Krishnamurthy, Mohammed Aziz",Vishal Bhardwaj,Vishal Bhardwaj,"Dharmendra, Farha",Fauji (1995),
Aag Pe Rakh Kar Haath4.00 - 2 votes,"Mohammed Rafi, Manna Dey, Kumar Sonik",Sonik Omi,M G Hashmat,,Fauji (1976),
Garmi Lagi Hai3.00 - 1 votes,"Asha Bhosle, Meenu Purushottam",Sonik Omi,M G Hashmat,,Fauji (1976),
Lut Liya Sansar3.00 - 1 votes,Narendra Chanchal,Sonik Omi,M G Hashmat,,Fauji (1976),
Phataphat Jaam Pila De3.00 - 1 votes,"Manna Dey, Narendra Chanchal, Kumar Sonik, Asha Bhosle, Meenu Purushottam",Sonik Omi,M G Hashmat,,Fauji (1976),
Vardi Hai Bhagwan4.50 - 8 votes,"Mohammed Rafi, Asha Bhosle, Manna Dey, Meenu Purushottam",Sonik Omi,M G Hashmat,,Fauji (1976),Patriotic Songs
Hoye Uth Teri Mai Ek Baaza Banduk Hai3.00 - 1 votes,"Kumar Sonik, Mahendra Pal, Jaspal Singh",Sonik Omi,M G Hashmat,,Fauji (1976),
Jaam Hai Shaam Hai4.00 - 2 votes,"Kavita Krishnamurthy, Anu Malik",Naresh Kumar,Sukhwinder Singh,Sanjay Dutt,Fateh (1991),Romantic Songs
Tere Siva Mere Siva3.00 - 2 votes,Sapna Mukherjee,Naresh Kumar,Sukhwinder Singh,Sanjay Dutt,Fateh (1991),
Ho Makhna Ho Chakhna3.00 - 1 votes,"Shabbir Kumar, Sukhwinder Singh, Nilesh Kumar",Naresh Kumar,Sukhwinder Singh,Sanjay Dutt,Fateh (1991),
Koi Laila Hame Bhi Zara Dekhe3.00 - 1 votes,"Mohammed Aziz, Amit Kumar, Suresh Wadkar",Naresh Kumar,Sukhwinder Singh,,Fateh (1991),
Tera Mera Mera Tera Bandhan3.00 - 1 votes,"Kavita Krishnamurthy, Sukhwinder Singh, Vijay Mandke, Jayashree Shivaram",Naresh Kumar,Sukhwinder Singh,,Fateh (1991),
Tum Jo Bane Hamdard Hamare2.75 - 4 votes,"Mohammed Aziz, Anuradha Paudwal",Naresh Kumar,Sukhwinder Singh,,Fateh (1991),Romantic Songs
Aankhon Ki Baat Ho Aankhon Ke Saath Ho4.50 - 6 votes,"Shaan, Pamela Jain",Akbar Sami,"Shabbir Ahmed, Irshad Kamil",,Fast Forward (2009),
Taali Bajao Taali Bajao3.75 - 4 votes,Sona Family,Akbar Sami,"Shabbir Ahmed, Irshad Kamil",,Fast Forward (2009),Dance Songs
Aankho Ki Baat (Remix)3.00 - 1 votes,Amitabh Bhattacharya,Akbar Sami,"Irshad Kamil, Shabbir Ahmed",,Fast Forward (2009),Remix Songs
Dil Mein Junoon Josh Bhi Jawaan Hai3.00 - 1 votes,Zubeen Garg,Akbar Sami,"Shabbir Ahmed, Irshad Kamil",,Fast Forward (2009),
Let The Music Play (Remix)3.00 - 1 votes,Shamur,Akbar Sami,"Irshad Kamil, Shabbir Ahmed",,Fast Forward (2009),Remix Songs
Mundiyan To Bach Ke Rahi3.00 - 1 votes,Punjabi Mc,Akbar Sami,"Shabbir Ahmed, Irshad Kamil",,Fast Forward (2009),Dance Songs
Nachna Onda Ne3.00 - 1 votes,Tigerstyle,Akbar Sami,"Irshad Kamil, Shabbir Ahmed",,Fast Forward (2009),Remix Songs
Nam Nigaahon Se Aansu Na Aaj Hum Chhalakaayenge3.00 - 1 votes,Kunal Ganjawala,Akbar Sami,"Shabbir Ahmed, Irshad Kamil",,Fast Forward (2009),
Namm Nigaho Se (Remix)3.00 - 1 votes,Kunal Ganjawala,Akbar Sami,"Irshad Kamil, Shabbir Ahmed",,Fast Forward (2009),Remix Songs
Rangli Si Rangli Raatein3.00 - 1 votes,Ali Ajmat,Akbar Sami,"Shabbir Ahmed, Irshad Kamil",,Fast Forward (2009),
Rise Up (Remix)3.00 - 1 votes,Yves Larock,Akbar Sami,"Irshad Kamil, Shabbir Ahmed",,Fast Forward (2009),Remix Songs
"Fat People Get On The Floor, Fatso Fatsoo3.00 - 1 votes","Sagar Desai, Keerthi Sagathia",Sagar Desai,Manish Jain,,Fatso (2012),Title Song
Jhum Jaye Re Haye Re Re3.00 - 1 votes,"Suraj Jagan, Rags",Sagar Desai,Amitabh Verma,,Fatso (2012),Masti Bhare Geet
Jiya Jaye Na Jane Jaan3.00 - 1 votes,Suraj Jagan,Sagar Desai,Amitabh Verma,,Fatso (2012),Romantic Songs
"Keh Raha Dil Ye Sorry, Very Sorry3.00 - 1 votes","Vijay Prakash, Akshay Verma, Shail, Amitabh Verma, Sagar Desai",Sagar Desai,Amitabh Verma,,Fatso (2012),Happy Songs
Aa Utha Le Apna Jaam Kya Tujhe Kisi Se Kaam3.50 - 2 votes,Ranu Mukherjee,Jaidev,Kaifi Azmi,Helen,Faslah (1976),Masti Bhare Geet
Nigahe Churao Naa Daman Chhudao3.50 - 2 votes,Bhupinder Singh,Jaidev,Kaifi Azmi,,Faslah (1976),
Zindagii Cigarette Ka Dhuaan3.00 - 2 votes,Bhupinder Singh,Jaidev,Kaifi Azmi,"Shabana Azmi, Dinesh Thakur",Faslah (1976),
Dil Ne Tadap Tadap Ke Tadpana Sikha Diya3.00 - 1 votes,Bhupinder Singh,Jaidev,Kaifi Azmi,,Faslah (1976),
Naina Chaar Karna4.14 - 7 votes,"Mohammed Rafi, Asha Bhosle",Nashad,Farooq Qaiser,,Qatil (1960),
Jab Tum Nahi To Kya Kare3.89 - 9 votes,"Mukesh, Asha Bhosle",Nashad,Farooq Qaiser,,Qatil (1960),
Sitam Bekasi Pe Ye Kya Ho Raha Hai3.50 - 4 votes,Asha Bhosle,Nashad,Farooq Qaiser,,Qatil (1960),
Baat Matlab Ki Balma Naa Mane2.00 - 3 votes,Suman Kalyanpur,Nashad,Farooq Qaiser,,Qatil (1960),
Suni Kisi Ne Bekahe Hamari Daastan4.41 - 71 votes,"Suman Kalyanpur, Mohammed Rafi",Nashad,Farooq Qaiser,,Qatil (1960),
Bewafa De Ke Daga Jata Hai4.50 - 6 votes,Asha Bhosle,Nashad,Farooq Qaiser,,Qatil (1960),
Manzil Bhi Door Hai3.56 - 9 votes,"Mohammed Rafi, Meera Shiraz",Nashad,Farooq Qaiser,,Qatil (1960),
Aage Chalun3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),
Duniyaa3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),
Iltijaa3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),Happy Songs
Jadoo Kiya3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),Romantic Songs
Kunwaara3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),
Nazrei3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),
Qarar3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),Title Song
Shehnai3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),
Dil Kei Baatein3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),
Aur Kuch Manga Nahi3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),Happy Songs
Nacho Nacho3.00 - 1 votes,Ali Haider,,,,Qarar (Album) (1990),
Chota Sa Ik Ghar3.00 - 1 votes,"Sadhna Sargam, Vinod Rathod",Bappi Lahiri,,,Qaidi No 36 (1994),
Jiye To Jiye Hum3.00 - 1 votes,Vinod Rathod,Bappi Lahiri,,,Qaidi No 36 (1994),
Rang Birangi Chudia3.00 - 1 votes,Kavita Krishnamurthy,Bappi Lahiri,,,Qaidi No 36 (1994),
Saajan Tu Meri Baat Manle3.00 - 1 votes,Alka Yagnik,Bappi Lahiri,,,Qaidi No 36 (1994),
Saawan Bin Ghata Nahi3.00 - 1 votes,"Kumar Sanu, Sadhna Sargam",Bappi Lahiri,,,Qaidi No 36 (1994),
Kuchh To Aisi Baat Kar Zalim4.09 - 22 votes,Asha Bhosle,O P Nayyar,Jan Nisar Akhtar,,Qaidi (1957),
Humse Bhi Aate Jaate Ankh Milana4.21 - 14 votes,Asha Bhosle,O P Nayyar,Jan Nisar Akhtar,,Qaidi (1957),
Bedardi Preet Nahi Jaani3.85 - 13 votes,"Usha Mangeshkar, Asha Bhosle",O P Nayyar,Jan Nisar Akhtar,,Qaidi (1957),
Chhaya Hai Sama Mera Dil Hai Jawa4.73 - 22 votes,"Asha Bhosle, Mohammed Rafi",O P Nayyar,Jan Nisar Akhtar,,Qaidi (1957),
Yu Muskura Ke Samne Aaya Na Kijiye4.06 - 34 votes,"Mohammed Rafi, Asha Bhosle",O P Nayyar,Jan Nisar Akhtar,,Qaidi (1957),
Dekh Li Teri Ada Aji Bas Shukriya4.13 - 16 votes,Shamshad Begum,O P Nayyar,Jan Nisar Akhtar,,Qaidi (1957),
Ho Saiya Ja Ja Mai Teri Baat Kabhi4.07 - 14 votes,Asha Bhosle,O P Nayyar,Jan Nisar Akhtar,,Qaidi (1957),
Chahe Tu Na Bata Mujhe Sab Hai Pata3.85 - 13 votes,Asha Bhosle,O P Nayyar,Jan Nisar Akhtar,,Qaidi (1957),
Tum Todo Na4.45 - 11 votes,"Bela Shende, Ash King",A R Rahman,Irshad Kamil,"Chiyaan Vikram, Amy Jackson",I (2015),Romantic Songs
Aiylaa4.33 - 3 votes,"Shiraz Uppal, Natalie Di Luccio",A R Rahman,Irshad Kamil,,I (2015),Pop Songs
Tu Chale4.38 - 16 votes,"Shreya Ghoshal, Arijit Singh",A R Rahman,Irshad Kamil,"Amy Jackson, Chiyaan Vikram",I (2015),Romantic Songs
Issak Taari (Remix)4.67 - 3 votes,"Neeti Mohan, Nakash Aziz",A R Rahman,Irshad Kamil,"Amy Jackson, Chiyaan Vikram",I (2015),Remix Songs
Tum Todo Na4.57 - 7 votes,"Ash King, Sunidhi Chauhan",A R Rahman,Irshad Kamil,"Chiyaan Vikram, Amy Jackson",I (2015),Romantic Songs
Issak Taari4.50 - 4 votes,"Neeti Mohan, Nakash Aziz",A R Rahman,Irshad Kamil,"Amy Jackson, Chiyaan Vikram",I (2015),
Lady O3.00 - 1 votes,Nikita Gandhi,A R Rahman,Irshad Kamil,"Chiyaan Vikram, Amy Jackson",I (2015),Pop Songs
Nach Kudi Panjaabi Soniye4.00 - 4 votes,"Arvinder Singh, Sukhdev",Daboo Malik,,"Asif Sheikh, Kulbhushan Kharbanda, Sohail Khan",I - Proud To Be An Indian (2004),
Kayaalaan Wich Jab Tu Aandaa Hai4.00 - 2 votes,,,,"Sohail Khan, Kulbhushan Kharbanda, Asif Sheikh",I - Proud To Be An Indian (2004),
"Aj Raunak Aisi Hove Oy, Hui Gori Gori Banno Ki Sagaai4.00 - 3 votes",Meshi,XLNC,,"Asif Sheikh, Kulbhushan Kharbanda, Sohail Khan",I - Proud To Be An Indian (2004),
Lagate To Ho Tum Ajanabi Par Ajanabi Tum Lagate Nahin3.00 - 3 votes,"Babul Supriyo, Sunidhi Chauhan",Daboo Malik,Jay Verma,"Asif Sheikh, Kulbhushan Kharbanda, Sohail Khan",I - Proud To Be An Indian (2004),
Aaye Ham Aaye3.00 - 1 votes,Kunal Ganjawala,Loy KC,Loy KC,,I - Proud To Be An Indian (2004),
Andhero Ko Cheer3.00 - 1 votes,Kunal Ganjawala,Daboo Malik,,,I - Proud To Be An Indian (2004),Romantic Songs
Kalee Rat Jaisa Jivan3.00 - 1 votes,,Loy KC,Loy KC,,I - Proud To Be An Indian (2004),
"Kataa Nahin, Andheron Ko Chir Ke Aaj Roshani Ye Chali3.00 - 1 votes",Kunal Ganjawala,Daboo Malik,Jay Verma,"Asif Sheikh, Kulbhushan Kharbanda, Sohail Khan",I - Proud To Be An Indian (2004),
Kayaalaan Wich Jab Tu Aandaa Hai (Film Version)3.00 - 1 votes,Ritika Singh,Daboo Malik,,Sohail Khan,I - Proud To Be An Indian (2004),
Lagate To Ho Tum Ajanabi (Instrumental)3.00 - 1 votes,,Daboo Malik,,,I - Proud To Be An Indian (2004),Instrumental Songs
Baangurr Jaisi Duniya Re4.00 - 2 votes,"Kavita Seth, Mame Khan",Amit Trivedi,Amitabh Bhattacharya,,I Am (2011),Sad Songs
"Isii Baat Pe, Aa Badal Dale Rasmain Sabhi4.00 - 2 votes",K. K.,Amit Trivedi,Amitabh Bhattacharya,,I Am (2011),Sad Songs
"Saaye Saye, Bite Dino Ke Saye3.50 - 2 votes",Rekha Bhardwaj,Amit Trivedi,Amitabh Bhattacharya,,I Am (2011),Sad Songs
Aankhe Kuch Kah Rahi Kah De To Kah De Tujhe3.00 - 1 votes,Karthik,Vivek Philip,Amitabh Varma,,I Am (2011),Romantic Songs
Baangur Jaise Dunia (Remix)3.00 - 1 votes,"Kavita Seth, Mame Khan",Amit Trivedi,Amitabh Bhattacharya,,I Am (2011),Remix Songs
Bhojhaal Se Lamhon Ki Sham Hai3.00 - 1 votes,K. K.,Rajiv Bhalla,Amitabh Varma,,I Am (2011),Sad Songs
Issi Baat Pe (The Bombay Bounce Club Mix)3.00 - 1 votes,K. K.,Amit Trivedi,Amitabh Bhattacharya,,I Am (2011),Remix Songs
Wundoo Yeredoo3.00 - 1 votes,Rajiv Bhalla,Rajiv Bhalla,Rajiv Bhalla,,I Am (2011),Dance Songs
Bhojhal Se Lamho Ki Sham Haye (Slow)2.50 - 2 votes,K. K.,Rajiv Bhalla,Rajiv Bhalla,,I Am (2011),
Remix Bojhal Se1.00 - 1 votes,K. K.,Rajiv Bhalla,Rajiv Bhalla,,I Am (2011),Remix Songs
Gulbadan3.00 - 1 votes,Mamta Sharma,Jatinder Shah,"Ashraf Ali, Krishna Bhardwaj",,Firangi (2017),
Oye Firangi3.00 - 1 votes,Sunidhi Chauhan,Jatinder Shah,Devendra Kafir,,Firangi (2017),
Sahiba Russ Gayiyan3.00 - 1 votes,Rahat Fateh Ali Khan,Jatinder Shah,Devendra Kafir,,Firangi (2017),
Sajna Sohne Jiha3.00 - 1 votes,Jyoti Nooran,Jatinder Shah,Devendra Kafir,,Firangi (2017),
Sahiba (Male Unplugged)1.00 - 1 votes,Shafqat Amanat Ali,Jatinder Shah,Devendra Kafir,,Firangi (2017),
Tu Jit Jawna1.00 - 1 votes,Daler Mehndi,Jatinder Shah,Devendra Kafir,,Firangi (2017),
Gujrat Ke Firaq Soon Hai3.00 - 1 votes,Jagjit Singh,"Rajat Dholakia, Piyush Kanojia",Gulzar,,Firaaq (2009),Ghazals
Meri Gali Mein Andhera Hi Andhera Hai3.00 - 1 votes,Sukhwinder Singh,"Rajat Dholakia, Piyush Kanojia",Gulzar,,Firaaq (2009),Ghazals
Theme Of Firaaq3.00 - 1 votes,Rekha Bhardwaj,"Rajat Dholakia, Piyush Kanojia",,,Firaaq (2009),Instrumental Songs
Ummeed Kahi Koyi Dar Kholati Nahi3.00 - 1 votes,Rekha Bhardwaj,"Rajat Dholakia, Piyush Kanojia",Gulzar,,Firaaq (2009),Ghazals
"Yeh Daag Daag Ujaala, Yeh Sabkajida Sehar3.00 - 1 votes",,"Piyush Kanojia, Rajat Dholakia",Gulzar,,Firaaq (2009),Ghazals
O Fanny Re3.48 - 25 votes,Mukhtiyar Ali,Mathias Duplessy,Mukhtiyar Ali,"Dimple Kapadia, Deepika Padukone, Pankaj Kapoor, Naseeruddin Shah",Finding Fanny (2014),Title Song
Shake Your Bootiya4.27 - 15 votes,Divya Kumar,Sachin Jigar,"Sachin Jigar, Dinoo","Dimple Kapadia, Pankaj Kapoor, Naseeruddin Shah, Deepika Padukone, Arjun Kapoor",Finding Fanny (2014),
Ding Dong (Finding Fanny)4.20 - 5 votes,Mathias Duplessy,Mathias Duplessy,Alan Mercer,,Finding Fanny (2014),
Mahi Ve Pyar Wale Din Nisar4.00 - 9 votes,Mukhtiyar Ali,Mathias Duplessy,Mukhtiyar Ali,"Arjun Kapoor, Deepika Padukone, Naseeruddin Shah, Pankaj Kapoor, Dimple Kapadia",Finding Fanny (2014),
Shake Your Bootiyaa (Remix)1.00 - 1 votes,Divya Kumar,Sachin Jigar,"Dinoo, Sachin Jigar",,Finding Fanny (2014),Remix Songs
Mast Kalandar (Nusrat Fateh Ali Khan)4.50 - 2 votes,Nusrat Fateh Ali Khan,Traditional,Traditional,,Final Moment (2001),"Folk Songs, Qawwalis"
Ask Forgiveness From Your Lover1.00 - 1 votes,Nusrat Fateh Ali Khan,Traditional,Traditional,,Final Moment (2001),Qawwalis
Holy Prophet Is The Greatest1.00 - 1 votes,Nusrat Fateh Ali Khan,Traditional,Traditional,,Final Moment (2001),Qawwalis
Humble Servant1.00 - 1 votes,Nusrat Fateh Ali Khan,Traditional,Traditional,,Final Moment (2001),Qawwalis
I Am Blessed1.00 - 1 votes,Nusrat Fateh Ali Khan,Traditional,Traditional,,Final Moment (2001),Qawwalis
Mast Mast1.00 - 1 votes,Nusrat Fateh Ali Khan,Traditional,Traditional,,Final Moment (2001),Qawwalis
There Is Nobody Greater1.00 - 1 votes,Nusrat Fateh Ali Khan,Traditional,Traditional,,Final Moment (2001),Qawwalis
Aaha Aaha3.00 - 1 votes,"Manjeera Ganguly, Himesh Reshammiya",Monty Sharma,Sameer,Kajal Aggarwal,Final Cut Of Director (2016),Happy Songs
Chakle Chakle3.00 - 1 votes,Akriti Kakar,Monty Sharma,Sameer,,Final Cut Of Director (2016),
Dhola Dholiya3.00 - 1 votes,"Sneha Pant, Afsar",Monty Sharma,Sameer,,Final Cut Of Director (2016),Romantic Songs
Leja Leja3.00 - 1 votes,Gayatri Ganjawala,Monty Sharma,Sameer,,Final Cut Of Director (2016),
Zindagi (Sunidhi Chauhan)3.00 - 1 votes,Sunidhi Chauhan,Monty Sharma,Sameer,Nana Patekar,Final Cut Of Director (2016),Happy Songs
Yaadana Hun Ji Nai Lagda (Bol)4.40 - 5 votes,"Arijit datta, Shafqat Amanat Ali",Arijit Datta,Ravinder Randhawa,,Filmistaan (2014),
Bebaak Main Chala Azaad Man Chala3.80 - 5 votes,Nikhil D Souza,Arijit Datta,Ravinder Randhawa,,Filmistaan (2014),
Uljhi Uljhi Gathe Suljhi2.33 - 3 votes,Arijit datta,Arijit Datta,Ravinder Randhawa,,Filmistaan (2014),
Bhugol3.00 - 1 votes,Shafqat Amanat Ali,Arijit Datta,Ravinder Randhawa,,Filmistaan (2014),
Udaari3.00 - 1 votes,"Ishq Bector, Swaroop Khan",Arijit Datta,Ravinder Randhawa,,Filmistaan (2014),
Aaj Hai Jo Sanam4.36 - 11 votes,"Arpita Mukherjee, Abhijeet",Jatin Lalit,,Mahima Choudhary,Film Star (2005),
Sanware Mai Dharaa Pyasi Re3.50 - 2 votes,,Jatin Lalit,,Mahima Choudhary,Film Star (2005),
Mehfil Mehfil Phool Hasi Ke3.00 - 6 votes,Vinod Rathod,Jatin Lalit,,Mahima Choudhary,Film Star (2005),
Ae Jindagi Ye Lamha Jee Lene De4.83 - 6 votes,Asha Bhosle,Anu Malik,Gulzar,Sushmita Sen,Filhaal (2002),Sad Songs
Le Chale Doliyo Me Tumhe Agar Irada Karo4.43 - 7 votes,"Chithra K S, Roop Kumar Rathod",Anu Malik,Gulzar,"Tabu, Palash Sen",Filhaal (2002),Romantic Songs
Dil Ke Sannate Khol Kabhee4.33 - 3 votes,Palash Sen,Anu Malik,Gulzar,,Filhaal (2002),
Sola Singar Karke Godee Bharayee Le3.44 - 9 votes,"Palash Sen, Jaspinder Narula",Anu Malik,Gulzar,"Tabu, Palash Sen, Sushmita Sen, Sanjay Suri",Filhaal (2002),Happy Songs
Filhaal (Instrumental)3.00 - 1 votes,,Anu Malik,,,Filhaal (2002),Instrumental Songs
Kyun Bar Bar Aankho Me Tum Karwat Lete Ho3.00 - 1 votes,Chithra K S,Anu Malik,Gulzar,Tabu,Filhaal (2002),Romantic Songs
"Naya Naya Dhula Dhula, Ha Aasman Khula3.00 - 1 votes","Chithra K S, K. K.",Anu Malik,Gulzar,"Tabu, Palash Sen",Filhaal (2002),Romantic Songs
Vaqt Kaa Saayaa Kisane Taalaa Hai3.00 - 1 votes,"Jaspinder Narula, Sonu Nigam",Anu Malik,Gulzar,"Palash Sen, Sanjay Suri, Sushmita Sen, Tabu",Filhaal (2002),
Hero Se Zero Ban Gaya Re3.00 - 1 votes,Sudesh Bhosle,Aaditya Gaud,Manoj Darpan,,Filmy Duniya (2013),Masti Bhare Geet
Kuchh Kahe Ankahi3.00 - 1 votes,"Sadhana Sargam, Shaan",Aaditya Gaud,Preeti Arora,,Filmy Duniya (2013),
Lamha Lamha Tumko Dekhu3.00 - 1 votes,Vikrant Mathur,Aaditya Gaud,Anwar Sagar,,Filmy Duniya (2013),Romantic Songs
Mera Naam Hai Jameela3.00 - 1 votes,Maya Govind,Aaditya Gaud,Anwar Sagar,,Filmy Duniya (2013),Masti Bhare Geet
Roop Diye Raniye3.00 - 1 votes,Labh Janjua,Aaditya Gaud,,,Filmy Duniya (2013),
Yaha Koi Nahi3.00 - 1 votes,Tarannum Mallik,N.K. Nandan,Manoj Darpan,,Filmy Duniya (2013),
Chal Chal Sakhi Piya Ke Paas4.20 - 5 votes,Ankita Joshi,Shankar Tucker,"Pandit Laghulal, Nirali Kartik",,Filament (2015),Folk Songs
Dil Hai Namazi4.20 - 5 votes,Vijay Prakash,Shankar Tucker,Manoj Yadav,,Filament (2015),
Ae Re Chandaa (Part 4)3.00 - 1 votes,Devendra Pal Singh,Shankar Tucker,,,Filament (2015),
Yaad (Nirali Kartik)3.00 - 1 votes,Nirali Kartik,Shankar Tucker,,,Filament (2015),
Aadiyillalo Anthamillalo3.00 - 1 votes,Job Kurian,Shankar Tucker,Traditional,,Filament (2015),
Kashti3.00 - 1 votes,Nikita Gandhi,Shankar Tucker,,,Filament (2015),
Ae Re Chanda (Part 3)1.00 - 1 votes,Devendra Pal Singh,Shankar Tucker,,,Filament (2015),
Ae Re Chanda - Alaap1.00 - 1 votes,,Shankar Tucker,,,Filament (2015),
Ae Re Chanda - Exposition1.00 - 1 votes,Devendra Pal Singh,Shankar Tucker,,,Filament (2015),
Amaidhi Thaedi (Part 2)1.00 - 1 votes,,Shankar Tucker,,,Filament (2015),
Amaidhi Thaedi (Shakthisree Gopalan)1.00 - 1 votes,Shakthisree Gopalan,Shankar Tucker,,,Filament (2015),
Ban Ke Bahaar Aayi Hu4.60 - 5 votes,Geeta Dutt,Nisar,Saba Afghani,,Fighting Queen (1956),
Ae Sakhi Chhed Zara Ulfat Ka Rang Naya1.00 - 1 votes,Mubarak Begum,Nisar,Saba Afghani,,Fighting Queen (1956),
Hum Sab Ka Haal Bata De1.00 - 1 votes,"Shaukat, Khurshid Bawra, Chaudhari",Nisar,Saba Afghani,,Fighting Queen (1956),
Jhananan Jhananan Baje Payal1.00 - 1 votes,"Mubarak Begum, Nisar",Nisar,Saba Afghani,,Fighting Queen (1956),
Jidhar Nazre Uthayi1.00 - 1 votes,Shankar Shambhu,Nisar,Saba Afghani,,Fighting Queen (1956),
Nazare Uthao Hum Bhi Tumhare Hai1.00 - 1 votes,Mubarak Begum,Nisar,Saba Afghani,,Fighting Queen (1956),
Pihu Pihu Koyal Bole1.00 - 1 votes,Geeta Dutt,Nisar,Saba Afghani,,Fighting Queen (1956),
Uljhan Me Pad Gaya Dil1.00 - 1 votes,"Chandbala, Shaukat, Khurshid Bawra, Chaudhari",Nisar,Saba Afghani,,Fighting Queen (1956),
Joshile Jawan Ho Khud Pe Gar Guman Ho4.67 - 3 votes,Shweta Pandit,Pritam Chakraborty,Nilesh Mishra,"Zayed Khan, Ritesh Deshmukh, Dino Morea, Sohail Khan",Fight Club (2006),
"Bolo Na Tum Jara, Pyar Ye Hota Hai Kya4.00 - 2 votes","Shreya Ghoshal, Shaan",Pritam Chakraborty,Nilesh Mishra,"Zayed Khan, Dia Mirza",Fight Club (2006),
Chhore Kee Bate Mithee Chhuree Hain4.00 - 2 votes,"Shweta Pandit, Amit Kumar",Pritam Chakraborty,Mayur Puri,"Zayed Khan, Ritesh Deshmukh, Dino Morea",Fight Club (2006),
Ye Khuda Na Janu Wo Khuda3.50 - 2 votes,K. K.,Pritam Chakraborty,Mayur Puri,"Dino Morea, Ritesh Deshmukh, Zayed Khan",Fight Club (2006),
Bolo Na Tum Zara (Remix)3.00 - 1 votes,"Shaan, Shreya Ghoshal",Pritam Chakraborty,Neelesh Misra,,Fight Club (2006),Remix Songs
